/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871271, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876013
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156373 lines (-66 BP to 156306 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Carbon dioxide, dry-air mole fraction [µmol/mol] (CO2) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: µmol/mol = ppm
	Radiative forcing of atmospheric carbon dioxide [W/m**2] (dR_[CO2]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 5.35 * ln(CO2/(278 ppm))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312746 data points
*/
Age [ka BP]	CO2 [µmol/mol]	dR_[CO2] [W/m**2]
0.896	281.22	0.062
0.897	281.18	0.061
0.898	281.14	0.060
0.899	281.10	0.059
0.900	281.06	0.059
0.901	281.02	0.058
0.902	280.97	0.057
0.903	280.93	0.056
0.904	280.89	0.055
0.905	280.85	0.055
0.906	280.81	0.054
0.907	280.77	0.053
0.908	280.73	0.052
0.909	280.69	0.051
0.910	280.65	0.051
0.911	280.61	0.050
0.912	280.57	0.049
0.913	280.53	0.048
0.914	280.49	0.048
0.915	280.45	0.047
0.916	280.41	0.046
0.917	280.37	0.045
0.918	280.33	0.045
0.919	280.29	0.044
0.920	280.25	0.043
0.921	280.22	0.042
0.922	280.18	0.042
0.923	280.14	0.041
0.924	280.11	0.040
0.925	280.07	0.040
0.926	280.03	0.039
0.927	280.00	0.038
0.928	279.96	0.038
0.929	279.93	0.037
0.930	279.90	0.036
0.931	279.86	0.036
0.932	279.83	0.035
0.933	279.79	0.034
0.934	279.76	0.034
0.935	279.73	0.033
0.936	279.69	0.032
0.937	279.66	0.032
0.938	279.63	0.031
0.939	279.59	0.031
0.940	279.56	0.030
0.941	279.53	0.029
0.942	279.49	0.029
0.943	279.46	0.028
0.944	279.43	0.027
0.945	279.40	0.027
0.946	279.36	0.026
0.947	279.33	0.026
0.948	279.30	0.025
0.949	279.27	0.024
0.950	279.23	0.024
0.951	279.20	0.023
0.952	279.17	0.022
0.953	279.14	0.022
0.954	279.11	0.021
0.955	279.08	0.021
0.956	279.04	0.020
0.957	279.01	0.019
0.958	278.98	0.019
0.959	278.95	0.018
0.960	278.92	0.018
0.961	278.89	0.017
0.962	278.86	0.017
0.963	278.83	0.016
0.964	278.80	0.015
0.965	278.77	0.015
0.966	278.74	0.014
0.967	278.72	0.014
0.968	278.69	0.013
0.969	278.66	0.013
0.970	278.63	0.012
0.971	278.60	0.012
0.972	278.58	0.011
0.973	278.55	0.011
0.974	278.52	0.010
0.975	278.50	0.010
0.976	278.47	0.009
0.977	278.45	0.009
0.978	278.42	0.008
0.979	278.40	0.008
0.980	278.37	0.007
0.981	278.35	0.007
0.982	278.33	0.006
0.983	278.30	0.006
0.984	278.28	0.005
0.985	278.26	0.005
0.986	278.24	0.005
0.987	278.22	0.004
0.988	278.20	0.004
0.989	278.18	0.003
0.990	278.16	0.003
0.991	278.14	0.003
0.992	278.12	0.002
0.993	278.10	0.002
0.994	278.08	0.002
0.995	278.06	0.001
0.996	278.04	0.001
0.997	278.03	0.001
0.998	278.01	0.000
0.999	278.00	0.000
1.000	277.98	0.000
1.001	277.96	-0.001
1.002	277.95	-0.001
1.003	277.93	-0.001
1.004	277.92	-0.002
1.005	277.91	-0.002
1.006	277.89	-0.002
1.007	277.88	-0.002
1.008	277.87	-0.003
1.009	277.85	-0.003
1.010	277.84	-0.003
1.011	277.83	-0.003
1.012	277.82	-0.003
1.013	277.81	-0.004
1.014	277.80	-0.004
1.015	277.79	-0.004
1.016	277.78	-0.004
1.017	277.77	-0.004
1.018	277.76	-0.005
1.019	277.75	-0.005
1.020	277.74	-0.005
1.021	277.73	-0.005
1.022	277.72	-0.005
1.023	277.72	-0.005
1.024	277.71	-0.006
1.025	277.70	-0.006
1.026	277.69	-0.006
1.027	277.69	-0.006
1.028	277.68	-0.006
1.029	277.67	-0.006
1.030	277.67	-0.006
1.031	277.66	-0.007
1.032	277.66	-0.007
1.033	277.65	-0.007
1.034	277.65	-0.007
1.035	277.64	-0.007
1.036	277.64	-0.007
1.037	277.63	-0.007
1.038	277.63	-0.007
1.039	277.62	-0.007
1.040	277.62	-0.007
1.041	277.61	-0.007
1.042	277.61	-0.007
1.043	277.61	-0.008
1.044	277.60	-0.008
1.045	277.60	-0.008
1.046	277.60	-0.008
1.047	277.60	-0.008
1.048	277.59	-0.008
1.049	277.59	-0.008
1.050	277.59	-0.008
1.051	277.59	-0.008
1.052	277.59	-0.008
1.053	277.58	-0.008
1.054	277.58	-0.008
1.055	277.58	-0.008
1.056	277.58	-0.008
1.057	277.58	-0.008
1.058	277.58	-0.008
1.059	277.58	-0.008
1.060	277.57	-0.008
1.061	277.57	-0.008
1.062	277.57	-0.008
1.063	277.57	-0.008
1.064	277.57	-0.008
1.065	277.57	-0.008
1.066	277.57	-0.008
1.067	277.57	-0.008
1.068	277.57	-0.008
1.069	277.57	-0.008
1.070	277.57	-0.008
1.071	277.57	-0.008
1.072	277.57	-0.008
1.073	277.57	-0.008
1.074	277.57	-0.008
1.075	277.57	-0.008
1.076	277.57	-0.008
1.077	277.57	-0.008
1.078	277.57	-0.008
1.079	277.58	-0.008
1.080	277.58	-0.008
1.081	277.58	-0.008
1.082	277.58	-0.008
1.083	277.58	-0.008
1.084	277.58	-0.008
1.085	277.58	-0.008
1.086	277.58	-0.008
1.087	277.59	-0.008
1.088	277.59	-0.008
1.089	277.59	-0.008
1.090	277.59	-0.008
1.091	277.59	-0.008
1.092	277.59	-0.008
1.093	277.60	-0.008
1.094	277.60	-0.008
1.095	277.60	-0.008
1.096	277.60	-0.008
1.097	277.61	-0.008
1.098	277.61	-0.008
1.099	277.61	-0.008
1.100	277.61	-0.007
1.101	277.61	-0.007
1.102	277.62	-0.007
1.103	277.62	-0.007
1.104	277.62	-0.007
1.105	277.63	-0.007
1.106	277.63	-0.007
1.107	277.63	-0.007
1.108	277.63	-0.007
1.109	277.64	-0.007
1.110	277.64	-0.007
1.111	277.64	-0.007
1.112	277.65	-0.007
1.113	277.65	-0.007
1.114	277.65	-0.007
1.115	277.65	-0.007
1.116	277.66	-0.007
1.117	277.66	-0.007
1.118	277.66	-0.006
1.119	277.67	-0.006
1.120	277.67	-0.006
1.121	277.67	-0.006
1.122	277.68	-0.006
1.123	277.68	-0.006
1.124	277.68	-0.006
1.125	277.69	-0.006
1.126	277.69	-0.006
1.127	277.69	-0.006
1.128	277.70	-0.006
1.129	277.70	-0.006
1.130	277.70	-0.006
1.131	277.71	-0.006
1.132	277.71	-0.006
1.133	277.72	-0.005
1.134	277.72	-0.005
1.135	277.72	-0.005
1.136	277.73	-0.005
1.137	277.73	-0.005
1.138	277.73	-0.005
1.139	277.74	-0.005
1.140	277.74	-0.005
1.141	277.75	-0.005
1.142	277.75	-0.005
1.143	277.75	-0.005
1.144	277.76	-0.005
1.145	277.76	-0.005
1.146	277.77	-0.005
1.147	277.77	-0.004
1.148	277.77	-0.004
1.149	277.78	-0.004
1.150	277.78	-0.004
1.151	277.79	-0.004
1.152	277.79	-0.004
1.153	277.79	-0.004
1.154	277.80	-0.004
1.155	277.80	-0.004
1.156	277.81	-0.004
1.157	277.81	-0.004
1.158	277.82	-0.004
1.159	277.82	-0.003
1.160	277.82	-0.003
1.161	277.83	-0.003
1.162	277.83	-0.003
1.163	277.84	-0.003
1.164	277.84	-0.003
1.165	277.85	-0.003
1.166	277.85	-0.003
1.167	277.85	-0.003
1.168	277.86	-0.003
1.169	277.86	-0.003
1.170	277.87	-0.003
1.171	277.87	-0.002
1.172	277.87	-0.002
1.173	277.88	-0.002
1.174	277.88	-0.002
1.175	277.89	-0.002
1.176	277.89	-0.002
1.177	277.90	-0.002
1.178	277.90	-0.002
1.179	277.90	-0.002
1.180	277.91	-0.002
1.181	277.91	-0.002
1.182	277.92	-0.002
1.183	277.92	-0.002
1.184	277.92	-0.001
1.185	277.93	-0.001
1.186	277.93	-0.001
1.187	277.94	-0.001
1.188	277.94	-0.001
1.189	277.94	-0.001
1.190	277.95	-0.001
1.191	277.95	-0.001
1.192	277.95	-0.001
1.193	277.96	-0.001
1.194	277.96	-0.001
1.195	277.97	-0.001
1.196	277.97	-0.001
1.197	277.97	-0.001
1.198	277.98	0.000
1.199	277.98	0.000
1.200	277.98	0.000
1.201	277.99	0.000
1.202	277.99	0.000
1.203	277.99	0.000
1.204	278.00	0.000
1.205	278.00	0.000
1.206	278.00	0.000
1.207	278.00	0.000
1.208	278.01	0.000
1.209	278.01	0.000
1.210	278.01	0.000
1.211	278.02	0.000
1.212	278.02	0.000
1.213	278.02	0.000
1.214	278.02	0.000
1.215	278.03	0.000
1.216	278.03	0.001
1.217	278.03	0.001
1.218	278.03	0.001
1.219	278.03	0.001
1.220	278.04	0.001
1.221	278.04	0.001
1.222	278.04	0.001
1.223	278.04	0.001
1.224	278.04	0.001
1.225	278.04	0.001
1.226	278.05	0.001
1.227	278.05	0.001
1.228	278.05	0.001
1.229	278.05	0.001
1.230	278.05	0.001
1.231	278.05	0.001
1.232	278.05	0.001
1.233	278.05	0.001
1.234	278.05	0.001
1.235	278.06	0.001
1.236	278.06	0.001
1.237	278.06	0.001
1.238	278.06	0.001
1.239	278.06	0.001
1.240	278.06	0.001
1.241	278.06	0.001
1.242	278.06	0.001
1.243	278.06	0.001
1.244	278.06	0.001
1.245	278.06	0.001
1.246	278.06	0.001
1.247	278.06	0.001
1.248	278.06	0.001
1.249	278.06	0.001
1.250	278.06	0.001
1.251	278.06	0.001
1.252	278.06	0.001
1.253	278.06	0.001
1.254	278.05	0.001
1.255	278.05	0.001
1.256	278.05	0.001
1.257	278.05	0.001
1.258	278.05	0.001
1.259	278.05	0.001
1.260	278.05	0.001
1.261	278.05	0.001
1.262	278.05	0.001
1.263	278.05	0.001
1.264	278.04	0.001
1.265	278.04	0.001
1.266	278.04	0.001
1.267	278.04	0.001
1.268	278.04	0.001
1.269	278.04	0.001
1.270	278.03	0.001
1.271	278.03	0.001
1.272	278.03	0.001
1.273	278.03	0.001
1.274	278.02	0.000
1.275	278.02	0.000
1.276	278.02	0.000
1.277	278.02	0.000
1.278	278.01	0.000
1.279	278.01	0.000
1.280	278.01	0.000
1.281	278.01	0.000
1.282	278.00	0.000
1.283	278.00	0.000
1.284	278.00	0.000
1.285	277.99	0.000
1.286	277.99	0.000
1.287	277.99	0.000
1.288	277.98	0.000
1.289	277.98	0.000
1.290	277.98	0.000
1.291	277.97	0.000
1.292	277.97	-0.001
1.293	277.97	-0.001
1.294	277.96	-0.001
1.295	277.96	-0.001
1.296	277.95	-0.001
1.297	277.95	-0.001
1.298	277.95	-0.001
1.299	277.94	-0.001
1.300	277.94	-0.001
1.301	277.93	-0.001
1.302	277.93	-0.001
1.303	277.92	-0.001
1.304	277.92	-0.002
1.305	277.92	-0.002
1.306	277.91	-0.002
1.307	277.91	-0.002
1.308	277.90	-0.002
1.309	277.90	-0.002
1.310	277.89	-0.002
1.311	277.89	-0.002
1.312	277.88	-0.002
1.313	277.88	-0.002
1.314	277.87	-0.002
1.315	277.87	-0.003
1.316	277.86	-0.003
1.317	277.86	-0.003
1.318	277.85	-0.003
1.319	277.84	-0.003
1.320	277.84	-0.003
1.321	277.83	-0.003
1.322	277.83	-0.003
1.323	277.82	-0.003
1.324	277.82	-0.004
1.325	277.81	-0.004
1.326	277.81	-0.004
1.327	277.80	-0.004
1.328	277.79	-0.004
1.329	277.79	-0.004
1.330	277.78	-0.004
1.331	277.78	-0.004
1.332	277.77	-0.004
1.333	277.76	-0.005
1.334	277.76	-0.005
1.335	277.75	-0.005
1.336	277.75	-0.005
1.337	277.74	-0.005
1.338	277.74	-0.005
1.339	277.73	-0.005
1.340	277.72	-0.005
1.341	277.72	-0.005
1.342	277.71	-0.006
1.343	277.71	-0.006
1.344	277.70	-0.006
1.345	277.70	-0.006
1.346	277.69	-0.006
1.347	277.68	-0.006
1.348	277.68	-0.006
1.349	277.67	-0.006
1.350	277.67	-0.006
1.351	277.66	-0.007
1.352	277.66	-0.007
1.353	277.65	-0.007
1.354	277.65	-0.007
1.355	277.64	-0.007
1.356	277.64	-0.007
1.357	277.63	-0.007
1.358	277.63	-0.007
1.359	277.62	-0.007
1.360	277.62	-0.007
1.361	277.61	-0.007
1.362	277.61	-0.008
1.363	277.60	-0.008
1.364	277.60	-0.008
1.365	277.59	-0.008
1.366	277.59	-0.008
1.367	277.58	-0.008
1.368	277.58	-0.008
1.369	277.58	-0.008
1.370	277.57	-0.008
1.371	277.57	-0.008
1.372	277.56	-0.008
1.373	277.56	-0.008
1.374	277.56	-0.009
1.375	277.55	-0.009
1.376	277.55	-0.009
1.377	277.55	-0.009
1.378	277.54	-0.009
1.379	277.54	-0.009
1.380	277.54	-0.009
1.381	277.54	-0.009
1.382	277.53	-0.009
1.383	277.53	-0.009
1.384	277.53	-0.009
1.385	277.53	-0.009
1.386	277.52	-0.009
1.387	277.52	-0.009
1.388	277.52	-0.009
1.389	277.52	-0.009
1.390	277.52	-0.009
1.391	277.51	-0.009
1.392	277.51	-0.009
1.393	277.51	-0.009
1.394	277.51	-0.009
1.395	277.51	-0.009
1.396	277.51	-0.009
1.397	277.51	-0.009
1.398	277.51	-0.010
1.399	277.51	-0.010
1.400	277.51	-0.010
1.401	277.50	-0.010
1.402	277.50	-0.010
1.403	277.50	-0.010
1.404	277.50	-0.010
1.405	277.51	-0.010
1.406	277.51	-0.010
1.407	277.51	-0.010
1.408	277.51	-0.010
1.409	277.51	-0.009
1.410	277.51	-0.009
1.411	277.51	-0.009
1.412	277.51	-0.009
1.413	277.51	-0.009
1.414	277.51	-0.009
1.415	277.52	-0.009
1.416	277.52	-0.009
1.417	277.52	-0.009
1.418	277.52	-0.009
1.419	277.52	-0.009
1.420	277.53	-0.009
1.421	277.53	-0.009
1.422	277.53	-0.009
1.423	277.53	-0.009
1.424	277.54	-0.009
1.425	277.54	-0.009
1.426	277.54	-0.009
1.427	277.54	-0.009
1.428	277.55	-0.009
1.429	277.55	-0.009
1.430	277.55	-0.009
1.431	277.56	-0.009
1.432	277.56	-0.008
1.433	277.57	-0.008
1.434	277.57	-0.008
1.435	277.57	-0.008
1.436	277.58	-0.008
1.437	277.58	-0.008
1.438	277.59	-0.008
1.439	277.59	-0.008
1.440	277.60	-0.008
1.441	277.60	-0.008
1.442	277.61	-0.008
1.443	277.61	-0.007
1.444	277.62	-0.007
1.445	277.62	-0.007
1.446	277.63	-0.007
1.447	277.63	-0.007
1.448	277.64	-0.007
1.449	277.65	-0.007
1.450	277.65	-0.007
1.451	277.66	-0.007
1.452	277.66	-0.006
1.453	277.67	-0.006
1.454	277.68	-0.006
1.455	277.68	-0.006
1.456	277.69	-0.006
1.457	277.70	-0.006
1.458	277.70	-0.006
1.459	277.71	-0.006
1.460	277.72	-0.005
1.461	277.73	-0.005
1.462	277.73	-0.005
1.463	277.74	-0.005
1.464	277.75	-0.005
1.465	277.76	-0.005
1.466	277.76	-0.005
1.467	277.77	-0.004
1.468	277.78	-0.004
1.469	277.79	-0.004
1.470	277.79	-0.004
1.471	277.80	-0.004
1.472	277.81	-0.004
1.473	277.82	-0.003
1.474	277.83	-0.003
1.475	277.84	-0.003
1.476	277.84	-0.003
1.477	277.85	-0.003
1.478	277.86	-0.003
1.479	277.87	-0.002
1.480	277.88	-0.002
1.481	277.89	-0.002
1.482	277.90	-0.002
1.483	277.91	-0.002
1.484	277.92	-0.002
1.485	277.93	-0.001
1.486	277.93	-0.001
1.487	277.94	-0.001
1.488	277.95	-0.001
1.489	277.96	-0.001
1.490	277.97	-0.001
1.491	277.98	0.000
1.492	277.99	0.000
1.493	278.00	0.000
1.494	278.01	0.000
1.495	278.02	0.000
1.496	278.03	0.001
1.497	278.04	0.001
1.498	278.05	0.001
1.499	278.06	0.001
1.500	278.07	0.001
1.501	278.08	0.002
1.502	278.09	0.002
1.503	278.10	0.002
1.504	278.11	0.002
1.505	278.12	0.002
1.506	278.13	0.002
1.507	278.14	0.003
1.508	278.15	0.003
1.509	278.16	0.003
1.510	278.17	0.003
1.511	278.18	0.003
1.512	278.19	0.004
1.513	278.20	0.004
1.514	278.21	0.004
1.515	278.22	0.004
1.516	278.23	0.004
1.517	278.24	0.005
1.518	278.25	0.005
1.519	278.26	0.005
1.520	278.27	0.005
1.521	278.28	0.005
1.522	278.29	0.006
1.523	278.30	0.006
1.524	278.31	0.006
1.525	278.32	0.006
1.526	278.33	0.006
1.527	278.34	0.007
1.528	278.35	0.007
1.529	278.36	0.007
1.530	278.37	0.007
1.531	278.38	0.007
1.532	278.39	0.008
1.533	278.41	0.008
1.534	278.42	0.008
1.535	278.43	0.008
1.536	278.44	0.008
1.537	278.45	0.009
1.538	278.46	0.009
1.539	278.47	0.009
1.540	278.48	0.009
1.541	278.49	0.009
1.542	278.50	0.010
1.543	278.51	0.010
1.544	278.52	0.010
1.545	278.53	0.010
1.546	278.54	0.010
1.547	278.55	0.011
1.548	278.56	0.011
1.549	278.57	0.011
1.550	278.58	0.011
1.551	278.59	0.011
1.552	278.60	0.012
1.553	278.61	0.012
1.554	278.62	0.012
1.555	278.63	0.012
1.556	278.64	0.012
1.557	278.65	0.013
1.558	278.66	0.013
1.559	278.67	0.013
1.560	278.68	0.013
1.561	278.69	0.013
1.562	278.70	0.014
1.563	278.71	0.014
1.564	278.72	0.014
1.565	278.73	0.014
1.566	278.75	0.014
1.567	278.76	0.015
1.568	278.77	0.015
1.569	278.78	0.015
1.570	278.79	0.015
1.571	278.80	0.015
1.572	278.81	0.016
1.573	278.82	0.016
1.574	278.83	0.016
1.575	278.84	0.016
1.576	278.85	0.016
1.577	278.86	0.017
1.578	278.87	0.017
1.579	278.88	0.017
1.580	278.89	0.017
1.581	278.90	0.017
1.582	278.91	0.018
1.583	278.92	0.018
1.584	278.93	0.018
1.585	278.94	0.018
1.586	278.95	0.018
1.587	278.96	0.019
1.588	278.97	0.019
1.589	278.99	0.019
1.590	279.00	0.019
1.591	279.01	0.019
1.592	279.02	0.020
1.593	279.03	0.020
1.594	279.04	0.020
1.595	279.05	0.020
1.596	279.06	0.020
1.597	279.07	0.021
1.598	279.08	0.021
1.599	279.09	0.021
1.600	279.10	0.021
1.601	279.11	0.021
1.602	279.12	0.021
1.603	279.13	0.022
1.604	279.14	0.022
1.605	279.15	0.022
1.606	279.16	0.022
1.607	279.17	0.022
1.608	279.18	0.023
1.609	279.18	0.023
1.610	279.19	0.023
1.611	279.20	0.023
1.612	279.21	0.023
1.613	279.22	0.023
1.614	279.23	0.024
1.615	279.24	0.024
1.616	279.25	0.024
1.617	279.26	0.024
1.618	279.27	0.024
1.619	279.27	0.024
1.620	279.28	0.025
1.621	279.29	0.025
1.622	279.30	0.025
1.623	279.31	0.025
1.624	279.31	0.025
1.625	279.32	0.025
1.626	279.33	0.026
1.627	279.34	0.026
1.628	279.34	0.026
1.629	279.35	0.026
1.630	279.36	0.026
1.631	279.37	0.026
1.632	279.37	0.026
1.633	279.38	0.026
1.634	279.39	0.027
1.635	279.39	0.027
1.636	279.40	0.027
1.637	279.40	0.027
1.638	279.41	0.027
1.639	279.42	0.027
1.640	279.42	0.027
1.641	279.43	0.027
1.642	279.43	0.027
1.643	279.44	0.028
1.644	279.44	0.028
1.645	279.45	0.028
1.646	279.45	0.028
1.647	279.45	0.028
1.648	279.46	0.028
1.649	279.46	0.028
1.650	279.47	0.028
1.651	279.47	0.028
1.652	279.47	0.028
1.653	279.48	0.028
1.654	279.48	0.028
1.655	279.48	0.028
1.656	279.48	0.028
1.657	279.49	0.029
1.658	279.49	0.029
1.659	279.49	0.029
1.660	279.49	0.029
1.661	279.50	0.029
1.662	279.50	0.029
1.663	279.50	0.029
1.664	279.50	0.029
1.665	279.50	0.029
1.666	279.50	0.029
1.667	279.50	0.029
1.668	279.50	0.029
1.669	279.50	0.029
1.670	279.51	0.029
1.671	279.51	0.029
1.672	279.51	0.029
1.673	279.51	0.029
1.674	279.51	0.029
1.675	279.51	0.029
1.676	279.51	0.029
1.677	279.50	0.029
1.678	279.50	0.029
1.679	279.50	0.029
1.680	279.50	0.029
1.681	279.50	0.029
1.682	279.50	0.029
1.683	279.50	0.029
1.684	279.50	0.029
1.685	279.49	0.029
1.686	279.49	0.029
1.687	279.49	0.029
1.688	279.49	0.029
1.689	279.49	0.029
1.690	279.48	0.028
1.691	279.48	0.028
1.692	279.48	0.028
1.693	279.48	0.028
1.694	279.47	0.028
1.695	279.47	0.028
1.696	279.47	0.028
1.697	279.46	0.028
1.698	279.46	0.028
1.699	279.46	0.028
1.700	279.45	0.028
1.701	279.45	0.028
1.702	279.45	0.028
1.703	279.44	0.028
1.704	279.44	0.028
1.705	279.43	0.028
1.706	279.43	0.027
1.707	279.43	0.027
1.708	279.42	0.027
1.709	279.42	0.027
1.710	279.41	0.027
1.711	279.41	0.027
1.712	279.40	0.027
1.713	279.40	0.027
1.714	279.39	0.027
1.715	279.39	0.027
1.716	279.38	0.027
1.717	279.38	0.026
1.718	279.37	0.026
1.719	279.36	0.026
1.720	279.36	0.026
1.721	279.35	0.026
1.722	279.35	0.026
1.723	279.34	0.026
1.724	279.33	0.026
1.725	279.33	0.025
1.726	279.32	0.025
1.727	279.31	0.025
1.728	279.31	0.025
1.729	279.30	0.025
1.730	279.29	0.025
1.731	279.29	0.025
1.732	279.28	0.025
1.733	279.27	0.024
1.734	279.27	0.024
1.735	279.26	0.024
1.736	279.25	0.024
1.737	279.24	0.024
1.738	279.24	0.024
1.739	279.23	0.024
1.740	279.22	0.023
1.741	279.21	0.023
1.742	279.21	0.023
1.743	279.20	0.023
1.744	279.19	0.023
1.745	279.18	0.023
1.746	279.17	0.023
1.747	279.17	0.022
1.748	279.16	0.022
1.749	279.15	0.022
1.750	279.14	0.022
1.751	279.13	0.022
1.752	279.12	0.022
1.753	279.12	0.021
1.754	279.11	0.021
1.755	279.10	0.021
1.756	279.09	0.021
1.757	279.08	0.021
1.758	279.07	0.021
1.759	279.06	0.020
1.760	279.06	0.020
1.761	279.05	0.020
1.762	279.04	0.020
1.763	279.03	0.020
1.764	279.02	0.020
1.765	279.01	0.019
1.766	279.00	0.019
1.767	278.99	0.019
1.768	278.99	0.019
1.769	278.98	0.019
1.770	278.97	0.019
1.771	278.96	0.018
1.772	278.95	0.018
1.773	278.94	0.018
1.774	278.93	0.018
1.775	278.92	0.018
1.776	278.91	0.018
1.777	278.91	0.017
1.778	278.90	0.017
1.779	278.89	0.017
1.780	278.88	0.017
1.781	278.87	0.017
1.782	278.86	0.017
1.783	278.85	0.016
1.784	278.84	0.016
1.785	278.84	0.016
1.786	278.83	0.016
1.787	278.82	0.016
1.788	278.81	0.016
1.789	278.80	0.015
1.790	278.79	0.015
1.791	278.78	0.015
1.792	278.77	0.015
1.793	278.76	0.015
1.794	278.76	0.015
1.795	278.75	0.014
1.796	278.74	0.014
1.797	278.73	0.014
1.798	278.72	0.014
1.799	278.71	0.014
1.800	278.70	0.014
1.801	278.70	0.013
1.802	278.69	0.013
1.803	278.68	0.013
1.804	278.67	0.013
1.805	278.66	0.013
1.806	278.65	0.013
1.807	278.65	0.012
1.808	278.64	0.012
1.809	278.63	0.012
1.810	278.62	0.012
1.811	278.61	0.012
1.812	278.60	0.012
1.813	278.59	0.011
1.814	278.59	0.011
1.815	278.58	0.011
1.816	278.57	0.011
1.817	278.56	0.011
1.818	278.55	0.011
1.819	278.55	0.010
1.820	278.54	0.010
1.821	278.53	0.010
1.822	278.52	0.010
1.823	278.51	0.010
1.824	278.50	0.010
1.825	278.50	0.010
1.826	278.49	0.009
1.827	278.48	0.009
1.828	278.47	0.009
1.829	278.46	0.009
1.830	278.46	0.009
1.831	278.45	0.009
1.832	278.44	0.008
1.833	278.43	0.008
1.834	278.42	0.008
1.835	278.42	0.008
1.836	278.41	0.008
1.837	278.40	0.008
1.838	278.39	0.008
1.839	278.39	0.007
1.840	278.38	0.007
1.841	278.37	0.007
1.842	278.36	0.007
1.843	278.35	0.007
1.844	278.35	0.007
1.845	278.34	0.007
1.846	278.33	0.006
1.847	278.32	0.006
1.848	278.32	0.006
1.849	278.31	0.006
1.850	278.30	0.006
1.851	278.29	0.006
1.852	278.29	0.005
1.853	278.28	0.005
1.854	278.27	0.005
1.855	278.26	0.005
1.856	278.26	0.005
1.857	278.25	0.005
1.858	278.24	0.005
1.859	278.23	0.004
1.860	278.23	0.004
1.861	278.22	0.004
1.862	278.21	0.004
1.863	278.20	0.004
1.864	278.20	0.004
1.865	278.19	0.004
1.866	278.18	0.003
1.867	278.17	0.003
1.868	278.17	0.003
1.869	278.16	0.003
1.870	278.15	0.003
1.871	278.14	0.003
1.872	278.14	0.003
1.873	278.13	0.003
1.874	278.12	0.002
1.875	278.12	0.002
1.876	278.11	0.002
1.877	278.10	0.002
1.878	278.09	0.002
1.879	278.09	0.002
1.880	278.08	0.002
1.881	278.07	0.001
1.882	278.07	0.001
1.883	278.06	0.001
1.884	278.05	0.001
1.885	278.04	0.001
1.886	278.04	0.001
1.887	278.03	0.001
1.888	278.02	0.000
1.889	278.02	0.000
1.890	278.01	0.000
1.891	278.00	0.000
1.892	278.00	0.000
1.893	277.99	0.000
1.894	277.98	0.000
1.895	277.98	0.000
1.896	277.97	-0.001
1.897	277.96	-0.001
1.898	277.96	-0.001
1.899	277.95	-0.001
1.900	277.94	-0.001
1.901	277.94	-0.001
1.902	277.93	-0.001
1.903	277.92	-0.002
1.904	277.92	-0.002
1.905	277.91	-0.002
1.906	277.90	-0.002
1.907	277.90	-0.002
1.908	277.89	-0.002
1.909	277.88	-0.002
1.910	277.88	-0.002
1.911	277.87	-0.003
1.912	277.86	-0.003
1.913	277.86	-0.003
1.914	277.85	-0.003
1.915	277.84	-0.003
1.916	277.84	-0.003
1.917	277.83	-0.003
1.918	277.82	-0.003
1.919	277.82	-0.004
1.920	277.81	-0.004
1.921	277.80	-0.004
1.922	277.80	-0.004
1.923	277.79	-0.004
1.924	277.79	-0.004
1.925	277.78	-0.004
1.926	277.77	-0.004
1.927	277.77	-0.004
1.928	277.76	-0.005
1.929	277.75	-0.005
1.930	277.75	-0.005
1.931	277.74	-0.005
1.932	277.74	-0.005
1.933	277.73	-0.005
