/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871270, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876009
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156278 lines (-66 BP to 156211 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Methane, dry-air mole fraction [nmol/mol] (CH4) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: nmol/mol = ppb
	Radiative forcing of atmospheric methane [W/m**2] (dR_[CH4]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 1.4 * 0.036 * (sqrt(CH4/ppb)-sqrt(742))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312556 data points
*/
Age [ka BP]	CH4 [nmol/mol]	dR_[CH4] [W/m**2]
0.846	686.47	-0.052
0.847	686.46	-0.052
0.848	686.46	-0.052
0.849	686.46	-0.052
0.850	686.43	-0.052
0.851	686.36	-0.052
0.852	686.23	-0.053
0.853	686.01	-0.053
0.854	685.69	-0.053
0.855	685.26	-0.054
0.856	684.68	-0.054
0.857	684.00	-0.055
0.858	683.22	-0.056
0.859	682.37	-0.056
0.860	681.48	-0.057
0.861	680.58	-0.058
0.862	679.67	-0.059
0.863	678.80	-0.060
0.864	677.99	-0.061
0.865	677.25	-0.061
0.866	676.57	-0.062
0.867	675.94	-0.063
0.868	675.34	-0.063
0.869	674.77	-0.064
0.870	674.20	-0.064
0.871	673.62	-0.065
0.872	673.02	-0.065
0.873	672.39	-0.066
0.874	671.78	-0.067
0.875	671.24	-0.067
0.876	670.83	-0.068
0.877	670.60	-0.068
0.878	670.61	-0.068
0.879	670.92	-0.067
0.880	671.57	-0.067
0.881	672.60	-0.066
0.882	673.95	-0.064
0.883	675.51	-0.063
0.884	677.20	-0.061
0.885	678.91	-0.060
0.886	680.56	-0.058
0.887	682.05	-0.057
0.888	683.29	-0.055
0.889	684.20	-0.055
0.890	684.82	-0.054
0.891	685.19	-0.054
0.892	685.37	-0.053
0.893	685.40	-0.053
0.894	685.34	-0.053
0.895	685.24	-0.054
0.896	685.15	-0.054
0.897	685.11	-0.054
0.898	685.18	-0.054
0.899	685.34	-0.053
0.900	685.56	-0.053
0.901	685.83	-0.053
0.902	686.12	-0.053
0.903	686.41	-0.052
0.904	686.68	-0.052
0.905	686.90	-0.052
0.906	687.06	-0.052
0.907	687.17	-0.052
0.908	687.22	-0.052
0.909	687.25	-0.052
0.910	687.24	-0.052
0.911	687.21	-0.052
0.912	687.18	-0.052
0.913	687.15	-0.052
0.914	687.13	-0.052
0.915	687.12	-0.052
0.916	687.12	-0.052
0.917	687.08	-0.052
0.918	686.99	-0.052
0.919	686.83	-0.052
0.920	686.56	-0.052
0.921	686.17	-0.053
0.922	685.63	-0.053
0.923	684.92	-0.054
0.924	684.07	-0.055
0.925	683.09	-0.056
0.926	682.04	-0.057
0.927	680.92	-0.058
0.928	679.78	-0.059
0.929	678.63	-0.060
0.930	677.52	-0.061
0.931	676.46	-0.062
0.932	675.45	-0.063
0.933	674.50	-0.064
0.934	673.59	-0.065
0.935	672.72	-0.066
0.936	671.89	-0.066
0.937	671.10	-0.067
0.938	670.33	-0.068
0.939	669.60	-0.069
0.940	668.97	-0.069
0.941	668.45	-0.070
0.942	668.03	-0.070
0.943	667.72	-0.071
0.944	667.52	-0.071
0.945	667.44	-0.071
0.946	667.47	-0.071
0.947	667.61	-0.071
0.948	667.85	-0.070
0.949	668.18	-0.070
0.950	668.53	-0.070
0.951	668.89	-0.069
0.952	669.20	-0.069
0.953	669.42	-0.069
0.954	669.53	-0.069
0.955	669.47	-0.069
0.956	669.21	-0.069
0.957	668.72	-0.070
0.958	668.05	-0.070
0.959	667.25	-0.071
0.960	666.37	-0.072
0.961	665.48	-0.073
0.962	664.63	-0.074
0.963	663.87	-0.074
0.964	663.26	-0.075
0.965	662.85	-0.075
0.966	662.62	-0.076
0.967	662.55	-0.076
0.968	662.63	-0.076
0.969	662.83	-0.075
0.970	663.13	-0.075
0.971	663.52	-0.075
0.972	663.96	-0.074
0.973	664.44	-0.074
0.974	664.94	-0.073
0.975	665.42	-0.073
0.976	665.86	-0.072
0.977	666.24	-0.072
0.978	666.53	-0.072
0.979	666.70	-0.072
0.980	666.73	-0.071
0.981	666.59	-0.072
0.982	666.26	-0.072
0.983	665.72	-0.072
0.984	665.00	-0.073
0.985	664.14	-0.074
0.986	663.19	-0.075
0.987	662.18	-0.076
0.988	661.16	-0.077
0.989	660.17	-0.078
0.990	659.24	-0.079
0.991	658.42	-0.080
0.992	657.70	-0.080
0.993	657.04	-0.081
0.994	656.45	-0.082
0.995	655.90	-0.082
0.996	655.36	-0.083
0.997	654.83	-0.083
0.998	654.29	-0.084
0.999	653.71	-0.084
1.000	653.13	-0.085
1.001	652.57	-0.085
1.002	652.03	-0.086
1.003	651.56	-0.086
1.004	651.18	-0.087
1.005	650.93	-0.087
1.006	650.89	-0.087
1.007	651.10	-0.087
1.008	651.61	-0.086
1.009	652.36	-0.086
1.010	653.28	-0.085
1.011	654.31	-0.084
1.012	655.38	-0.083
1.013	656.41	-0.082
1.014	657.34	-0.081
1.015	658.09	-0.080
1.016	658.61	-0.079
1.017	658.93	-0.079
1.018	659.07	-0.079
1.019	659.07	-0.079
1.020	658.96	-0.079
1.021	658.78	-0.079
1.022	658.57	-0.079
1.023	658.36	-0.080
1.024	658.18	-0.080
1.025	658.01	-0.080
1.026	657.87	-0.080
1.027	657.72	-0.080
1.028	657.58	-0.080
1.029	657.41	-0.081
1.030	657.22	-0.081
1.031	657.00	-0.081
1.032	656.73	-0.081
1.033	656.40	-0.082
1.034	656.04	-0.082
1.035	655.64	-0.082
1.036	655.22	-0.083
1.037	654.79	-0.083
1.038	654.37	-0.084
1.039	653.97	-0.084
1.040	653.59	-0.084
1.041	653.25	-0.085
1.042	652.96	-0.085
1.043	652.72	-0.085
1.044	652.54	-0.085
1.045	652.40	-0.086
1.046	652.32	-0.086
1.047	652.29	-0.086
1.048	652.31	-0.086
1.049	652.39	-0.086
1.050	652.51	-0.085
1.051	652.69	-0.085
1.052	652.92	-0.085
1.053	653.20	-0.085
1.054	653.54	-0.084
1.055	653.94	-0.084
1.056	654.40	-0.084
1.057	654.91	-0.083
1.058	655.49	-0.083
1.059	656.10	-0.082
1.060	656.72	-0.081
1.061	657.33	-0.081
1.062	657.91	-0.080
1.063	658.42	-0.080
1.064	658.85	-0.079
1.065	659.18	-0.079
1.066	659.37	-0.079
1.067	659.42	-0.079
1.068	659.34	-0.079
1.069	659.18	-0.079
1.070	658.97	-0.079
1.071	658.74	-0.079
1.072	658.52	-0.080
1.073	658.35	-0.080
1.074	658.27	-0.080
1.075	658.29	-0.080
1.076	658.39	-0.080
1.077	658.55	-0.080
1.078	658.71	-0.079
1.079	658.86	-0.079
1.080	658.95	-0.079
1.081	658.94	-0.079
1.082	658.81	-0.079
1.083	658.51	-0.080
1.084	658.02	-0.080
1.085	657.31	-0.081
1.086	656.42	-0.082
1.087	655.40	-0.083
1.088	654.30	-0.084
1.089	653.17	-0.085
1.090	652.06	-0.086
1.091	651.04	-0.087
1.092	650.14	-0.088
1.093	649.40	-0.089
1.094	648.82	-0.089
1.095	648.37	-0.090
1.096	648.03	-0.090
1.097	647.77	-0.090
1.098	647.57	-0.090
1.099	647.41	-0.090
1.100	647.27	-0.091
1.101	647.12	-0.091
1.102	646.97	-0.091
1.103	646.83	-0.091
1.104	646.72	-0.091
1.105	646.65	-0.091
1.106	646.62	-0.091
1.107	646.65	-0.091
1.108	646.75	-0.091
1.109	646.93	-0.091
1.110	647.19	-0.091
1.111	647.53	-0.090
1.112	647.91	-0.090
1.113	648.32	-0.090
1.114	648.73	-0.089
1.115	649.11	-0.089
1.116	649.45	-0.088
1.117	649.72	-0.088
1.118	649.91	-0.088
1.119	650.00	-0.088
1.120	650.00	-0.088
1.121	649.91	-0.088
1.122	649.72	-0.088
1.123	649.44	-0.088
1.124	649.06	-0.089
1.125	648.58	-0.089
1.126	648.01	-0.090
1.127	647.34	-0.091
1.128	646.58	-0.091
1.129	645.73	-0.092
1.130	644.80	-0.093
1.131	643.80	-0.094
1.132	642.73	-0.095
1.133	641.60	-0.096
1.134	640.42	-0.097
1.135	639.19	-0.099
1.136	637.94	-0.100
1.137	636.68	-0.101
1.138	635.43	-0.102
1.139	634.22	-0.104
1.140	633.06	-0.105
1.141	631.98	-0.106
1.142	631.00	-0.107
1.143	630.13	-0.108
1.144	629.40	-0.108
1.145	628.79	-0.109
1.146	628.32	-0.110
1.147	627.96	-0.110
1.148	627.72	-0.110
1.149	627.59	-0.110
1.150	627.56	-0.110
1.151	627.64	-0.110
1.152	627.80	-0.110
1.153	628.02	-0.110
1.154	628.29	-0.110
1.155	628.58	-0.109
1.156	628.86	-0.109
1.157	629.12	-0.109
1.158	629.31	-0.109
1.159	629.43	-0.108
1.160	629.45	-0.108
1.161	629.38	-0.108
1.162	629.23	-0.109
1.163	629.01	-0.109
1.164	628.74	-0.109
1.165	628.44	-0.109
1.166	628.11	-0.110
1.167	627.77	-0.110
1.168	627.42	-0.110
1.169	627.10	-0.111
1.170	626.81	-0.111
1.171	626.59	-0.111
1.172	626.47	-0.111
1.173	626.48	-0.111
1.174	626.63	-0.111
1.175	626.96	-0.111
1.176	627.49	-0.110
1.177	628.26	-0.110
1.178	629.28	-0.109
1.179	630.51	-0.107
1.180	631.92	-0.106
1.181	633.46	-0.104
1.182	635.10	-0.103
1.183	636.79	-0.101
1.184	638.49	-0.099
1.185	640.16	-0.098
1.186	641.79	-0.096
1.187	643.35	-0.095
1.188	644.82	-0.093
1.189	646.20	-0.092
1.190	647.47	-0.090
1.191	648.60	-0.089
1.192	649.58	-0.088
1.193	650.40	-0.088
1.194	651.04	-0.087
1.195	651.54	-0.086
1.196	651.91	-0.086
1.197	652.19	-0.086
1.198	652.42	-0.086
1.199	652.62	-0.085
1.200	652.83	-0.085
1.201	653.07	-0.085
1.202	653.37	-0.085
1.203	653.72	-0.084
1.204	654.11	-0.084
1.205	654.53	-0.083
1.206	654.96	-0.083
1.207	655.38	-0.083
1.208	655.79	-0.082
1.209	656.16	-0.082
1.210	656.48	-0.082
1.211	656.75	-0.081
1.212	656.95	-0.081
1.213	657.08	-0.081
1.214	657.13	-0.081
1.215	657.10	-0.081
1.216	656.99	-0.081
1.217	656.79	-0.081
1.218	656.49	-0.082
1.219	656.09	-0.082
1.220	655.62	-0.082
1.221	655.08	-0.083
1.222	654.51	-0.083
1.223	653.91	-0.084
1.224	653.32	-0.085
1.225	652.74	-0.085
1.226	652.21	-0.086
1.227	651.73	-0.086
1.228	651.30	-0.087
1.229	650.90	-0.087
1.230	650.53	-0.087
1.231	650.17	-0.088
1.232	649.81	-0.088
1.233	649.43	-0.088
1.234	649.03	-0.089
1.235	648.59	-0.089
1.236	648.10	-0.090
1.237	647.57	-0.090
1.238	647.02	-0.091
1.239	646.45	-0.091
1.240	645.87	-0.092
1.241	645.31	-0.093
1.242	644.78	-0.093
1.243	644.27	-0.094
1.244	643.82	-0.094
1.245	643.41	-0.094
1.246	643.04	-0.095
1.247	642.72	-0.095
1.248	642.44	-0.095
1.249	642.20	-0.096
1.250	642.00	-0.096
1.251	641.84	-0.096
1.252	641.71	-0.096
1.253	641.61	-0.096
1.254	641.54	-0.096
1.255	641.49	-0.096
1.256	641.46	-0.096
1.257	641.45	-0.096
1.258	641.45	-0.096
1.259	641.45	-0.096
1.260	641.45	-0.096
1.261	641.45	-0.096
1.262	641.43	-0.096
1.263	641.38	-0.096
1.264	641.31	-0.097
1.265	641.19	-0.097
1.266	641.03	-0.097
1.267	640.82	-0.097
1.268	640.53	-0.097
1.269	640.19	-0.098
1.270	639.80	-0.098
1.271	639.39	-0.098
1.272	639.01	-0.099
1.273	638.66	-0.099
1.274	638.39	-0.099
1.275	638.22	-0.100
1.276	638.18	-0.100
1.277	638.29	-0.100
1.278	638.52	-0.099
1.279	638.80	-0.099
1.280	639.09	-0.099
1.281	639.35	-0.099
1.282	639.51	-0.098
1.283	639.54	-0.098
1.284	639.38	-0.098
1.285	639.00	-0.099
1.286	638.43	-0.099
1.287	637.69	-0.100
1.288	636.84	-0.101
1.289	635.90	-0.102
1.290	634.93	-0.103
1.291	633.96	-0.104
1.292	633.03	-0.105
1.293	632.17	-0.106
1.294	631.43	-0.106
1.295	630.83	-0.107
1.296	630.39	-0.107
1.297	630.11	-0.108
1.298	630.03	-0.108
1.299	630.15	-0.108
1.300	630.50	-0.107
1.301	631.09	-0.107
1.302	631.94	-0.106
1.303	633.05	-0.105
1.304	634.31	-0.104
1.305	635.61	-0.102
1.306	636.83	-0.101
1.307	637.86	-0.100
1.308	638.71	-0.099
1.309	639.41	-0.098
1.310	639.99	-0.098
1.311	640.47	-0.097
1.312	640.89	-0.097
1.313	641.27	-0.097
1.314	641.65	-0.096
1.315	642.04	-0.096
1.316	642.48	-0.095
1.317	642.99	-0.095
1.318	643.61	-0.094
1.319	644.35	-0.094
1.320	645.20	-0.093
1.321	646.12	-0.092
1.322	647.09	-0.091
1.323	648.08	-0.090
1.324	649.06	-0.089
1.325	650.00	-0.088
1.326	650.88	-0.087
1.327	651.66	-0.086
1.328	652.31	-0.086
1.329	652.83	-0.085
1.330	653.22	-0.085
1.331	653.51	-0.084
1.332	653.73	-0.084
1.333	653.90	-0.084
1.334	654.06	-0.084
1.335	654.22	-0.084
1.336	654.42	-0.084
1.337	654.67	-0.083
1.338	654.97	-0.083
1.339	655.32	-0.083
1.340	655.72	-0.082
1.341	656.14	-0.082
1.342	656.59	-0.081
1.343	657.06	-0.081
1.344	657.55	-0.080
1.345	658.04	-0.080
1.346	658.54	-0.080
1.347	659.04	-0.079
1.348	659.53	-0.079
1.349	660.02	-0.078
1.350	660.50	-0.078
1.351	660.96	-0.077
1.352	661.40	-0.077
1.353	661.83	-0.076
1.354	662.22	-0.076
1.355	662.58	-0.076
1.356	662.91	-0.075
1.357	663.20	-0.075
1.358	663.44	-0.075
1.359	663.64	-0.075
1.360	663.78	-0.074
1.361	663.87	-0.074
1.362	663.90	-0.074
1.363	663.86	-0.074
1.364	663.76	-0.074
1.365	663.60	-0.075
1.366	663.39	-0.075
1.367	663.13	-0.075
1.368	662.83	-0.075
1.369	662.48	-0.076
1.370	662.10	-0.076
1.371	661.69	-0.076
1.372	661.25	-0.077
1.373	660.79	-0.077
1.374	660.31	-0.078
1.375	659.83	-0.078
1.376	659.34	-0.079
1.377	658.85	-0.079
1.378	658.37	-0.080
1.379	657.90	-0.080
1.380	657.46	-0.081
1.381	657.06	-0.081
1.382	656.70	-0.081
1.383	656.40	-0.082
1.384	656.15	-0.082
1.385	655.98	-0.082
1.386	655.90	-0.082
1.387	655.90	-0.082
1.388	655.96	-0.082
1.389	656.05	-0.082
1.390	656.14	-0.082
1.391	656.21	-0.082
1.392	656.21	-0.082
1.393	656.12	-0.082
1.394	655.92	-0.082
1.395	655.61	-0.082
1.396	655.19	-0.083
1.397	654.68	-0.083
1.398	654.07	-0.084
1.399	653.38	-0.085
1.400	652.62	-0.085
1.401	651.80	-0.086
1.402	650.91	-0.087
1.403	649.98	-0.088
1.404	649.01	-0.089
1.405	648.02	-0.090
1.406	647.02	-0.091
1.407	646.03	-0.092
1.408	645.07	-0.093
1.409	644.14	-0.094
1.410	643.26	-0.095
1.411	642.45	-0.095
1.412	641.72	-0.096
1.413	641.07	-0.097
1.414	640.48	-0.097
1.415	639.96	-0.098
1.416	639.50	-0.098
1.417	639.09	-0.099
1.418	638.73	-0.099
1.419	638.41	-0.099
1.420	638.13	-0.100
1.421	637.88	-0.100
1.422	637.67	-0.100
1.423	637.51	-0.100
1.424	637.40	-0.100
1.425	637.36	-0.100
1.426	637.39	-0.100
1.427	637.49	-0.100
1.428	637.69	-0.100
1.429	637.97	-0.100
1.430	638.33	-0.100
1.431	638.74	-0.099
1.432	639.18	-0.099
1.433	639.62	-0.098
1.434	640.04	-0.098
1.435	640.42	-0.097
1.436	640.73	-0.097
1.437	640.96	-0.097
1.438	641.12	-0.097
1.439	641.22	-0.097
1.440	641.28	-0.097
1.441	641.30	-0.097
1.442	641.31	-0.097
1.443	641.32	-0.097
1.444	641.34	-0.097
1.445	641.39	-0.096
1.446	641.48	-0.096
1.447	641.59	-0.096
1.448	641.71	-0.096
1.449	641.83	-0.096
1.450	641.91	-0.096
1.451	641.96	-0.096
1.452	641.94	-0.096
1.453	641.86	-0.096
1.454	641.70	-0.096
1.455	641.47	-0.096
1.456	641.18	-0.097
1.457	640.82	-0.097
1.458	640.41	-0.097
1.459	639.94	-0.098
1.460	639.42	-0.098
1.461	638.86	-0.099
1.462	638.25	-0.100
1.463	637.60	-0.100
1.464	636.92	-0.101
1.465	636.24	-0.102
1.466	635.57	-0.102
1.467	634.92	-0.103
1.468	634.31	-0.104
1.469	633.75	-0.104
1.470	633.27	-0.105
1.471	632.87	-0.105
1.472	632.55	-0.105
1.473	632.31	-0.106
1.474	632.14	-0.106
1.475	632.03	-0.106
1.476	631.98	-0.106
1.477	631.98	-0.106
1.478	632.03	-0.106
1.479	632.13	-0.106
1.480	632.25	-0.106
1.481	632.40	-0.105
1.482	632.56	-0.105
1.483	632.73	-0.105
1.484	632.90	-0.105
1.485	633.06	-0.105
1.486	633.21	-0.105
1.487	633.32	-0.105
1.488	633.41	-0.104
1.489	633.46	-0.104
1.490	633.49	-0.104
1.491	633.50	-0.104
1.492	633.50	-0.104
1.493	633.49	-0.104
1.494	633.48	-0.104
1.495	633.48	-0.104
1.496	633.49	-0.104
1.497	633.49	-0.104
1.498	633.49	-0.104
1.499	633.48	-0.104
1.500	633.44	-0.104
1.501	633.37	-0.104
1.502	633.25	-0.105
1.503	633.08	-0.105
1.504	632.86	-0.105
1.505	632.58	-0.105
1.506	632.26	-0.106
1.507	631.91	-0.106
1.508	631.53	-0.106
1.509	631.14	-0.107
1.510	630.73	-0.107
1.511	630.33	-0.108
1.512	629.94	-0.108
1.513	629.56	-0.108
1.514	629.21	-0.109
1.515	628.88	-0.109
1.516	628.56	-0.109
1.517	628.26	-0.110
1.518	627.98	-0.110
1.519	627.69	-0.110
1.520	627.41	-0.110
1.521	627.13	-0.111
1.522	626.84	-0.111
1.523	626.55	-0.111
1.524	626.25	-0.112
1.525	625.96	-0.112
1.526	625.68	-0.112
1.527	625.43	-0.112
1.528	625.21	-0.113
1.529	625.03	-0.113
1.530	624.90	-0.113
1.531	624.82	-0.113
1.532	624.82	-0.113
1.533	624.88	-0.113
1.534	625.02	-0.113
1.535	625.25	-0.113
1.536	625.57	-0.112
1.537	625.99	-0.112
1.538	626.52	-0.111
1.539	627.15	-0.111
1.540	627.90	-0.110
1.541	628.74	-0.109
1.542	629.63	-0.108
1.543	630.56	-0.107
1.544	631.49	-0.106
1.545	632.38	-0.105
1.546	633.22	-0.105
1.547	633.97	-0.104
1.548	634.60	-0.103
1.549	635.09	-0.103
1.550	635.45	-0.102
1.551	635.71	-0.102
1.552	635.86	-0.102
1.553	635.95	-0.102
1.554	635.97	-0.102
1.555	635.96	-0.102
1.556	635.93	-0.102
1.557	635.89	-0.102
1.558	635.86	-0.102
1.559	635.85	-0.102
1.560	635.86	-0.102
1.561	635.89	-0.102
1.562	635.97	-0.102
1.563	636.09	-0.102
1.564	636.27	-0.102
1.565	636.51	-0.101
1.566	636.82	-0.101
1.567	637.19	-0.101
1.568	637.58	-0.100
1.569	638.00	-0.100
1.570	638.43	-0.099
1.571	638.83	-0.099
1.572	639.21	-0.099
1.573	639.54	-0.098
1.574	639.80	-0.098
1.575	639.99	-0.098
1.576	640.11	-0.098
1.577	640.17	-0.098
1.578	640.20	-0.098
1.579	640.20	-0.098
1.580	640.20	-0.098
1.581	640.20	-0.098
1.582	640.22	-0.098
1.583	640.27	-0.098
1.584	640.38	-0.097
1.585	640.53	-0.097
1.586	640.71	-0.097
1.587	640.92	-0.097
1.588	641.15	-0.097
1.589	641.40	-0.096
1.590	641.66	-0.096
1.591	641.91	-0.096
1.592	642.16	-0.096
1.593	642.39	-0.095
1.594	642.60	-0.095
1.595	642.79	-0.095
1.596	642.93	-0.095
1.597	643.04	-0.095
1.598	643.10	-0.095
1.599	643.11	-0.095
1.600	643.05	-0.095
1.601	642.93	-0.095
1.602	642.74	-0.095
1.603	642.50	-0.095
1.604	642.23	-0.096
1.605	641.96	-0.096
1.606	641.71	-0.096
1.607	641.50	-0.096
1.608	641.35	-0.097
1.609	641.29	-0.097
1.610	641.34	-0.097
1.611	641.52	-0.096
1.612	641.78	-0.096
1.613	642.09	-0.096
1.614	642.40	-0.095
1.615	642.67	-0.095
1.616	642.85	-0.095
1.617	642.90	-0.095
1.618	642.77	-0.095
1.619	642.41	-0.095
1.620	641.82	-0.096
1.621	641.03	-0.097
1.622	640.12	-0.098
1.623	639.17	-0.099
1.624	638.25	-0.100
1.625	637.40	-0.100
1.626	636.68	-0.101
1.627	636.12	-0.102
1.628	635.77	-0.102
1.629	635.66	-0.102
1.630	635.74	-0.102
1.631	635.95	-0.102
1.632	636.22	-0.102
1.633	636.50	-0.101
1.634	636.76	-0.101
1.635	637.00	-0.101
1.636	637.21	-0.101
1.637	637.38	-0.100
1.638	637.51	-0.100
1.639	637.63	-0.100
1.640	637.73	-0.100
1.641	637.85	-0.100
1.642	637.98	-0.100
1.643	638.14	-0.100
1.644	638.34	-0.099
1.645	638.61	-0.099
1.646	638.94	-0.099
1.647	639.34	-0.099
1.648	639.82	-0.098
1.649	640.34	-0.098
1.650	640.91	-0.097
1.651	641.49	-0.096
1.652	642.09	-0.096
1.653	642.68	-0.095
1.654	643.26	-0.095
1.655	643.80	-0.094
1.656	644.30	-0.094
1.657	644.76	-0.093
1.658	645.19	-0.093
1.659	645.61	-0.092
1.660	646.01	-0.092
1.661	646.42	-0.091
1.662	646.84	-0.091
1.663	647.28	-0.091
1.664	647.75	-0.090
1.665	648.25	-0.090
1.666	648.76	-0.089
1.667	649.27	-0.089
1.668	649.73	-0.088
1.669	650.14	-0.088
1.670	650.45	-0.087
1.671	650.65	-0.087
1.672	650.70	-0.087
1.673	650.60	-0.087
1.674	650.36	-0.088
1.675	650.01	-0.088
1.676	649.58	-0.088
1.677	649.11	-0.089
1.678	648.62	-0.089
1.679	648.14	-0.090
1.680	647.70	-0.090
1.681	647.34	-0.091
1.682	647.07	-0.091
1.683	646.94	-0.091
1.684	646.90	-0.091
1.685	646.96	-0.091
1.686	647.07	-0.091
1.687	647.22	-0.091
1.688	647.38	-0.091
1.689	647.53	-0.090
1.690	647.64	-0.090
1.691	647.70	-0.090
1.692	647.70	-0.090
1.693	647.65	-0.090
1.694	647.56	-0.090
1.695	647.43	-0.090
1.696	647.26	-0.091
1.697	647.06	-0.091
1.698	646.83	-0.091
1.699	646.57	-0.091
1.700	646.31	-0.092
1.701	646.03	-0.092
1.702	645.74	-0.092
1.703	645.44	-0.092
1.704	645.15	-0.093
1.705	644.86	-0.093
1.706	644.57	-0.093
1.707	644.30	-0.094
1.708	644.05	-0.094
1.709	643.82	-0.094
1.710	643.61	-0.094
1.711	643.42	-0.094
1.712	643.25	-0.095
1.713	643.08	-0.095
1.714	642.92	-0.095
1.715	642.76	-0.095
1.716	642.59	-0.095
1.717	642.40	-0.095
1.718	642.20	-0.096
1.719	641.98	-0.096
1.720	641.75	-0.096
1.721	641.52	-0.096
1.722	641.29	-0.097
1.723	641.08	-0.097
1.724	640.91	-0.097
1.725	640.77	-0.097
1.726	640.68	-0.097
1.727	640.65	-0.097
1.728	640.66	-0.097
1.729	640.69	-0.097
1.730	640.72	-0.097
1.731	640.72	-0.097
1.732	640.69	-0.097
1.733	640.60	-0.097
1.734	640.43	-0.097
1.735	640.16	-0.098
1.736	639.77	-0.098
1.737	639.30	-0.099
1.738	638.77	-0.099
1.739	638.21	-0.100
1.740	637.66	-0.100
1.741	637.14	-0.101
1.742	636.68	-0.101
1.743	636.33	-0.102
1.744	636.09	-0.102
1.745	635.98	-0.102
1.746	635.97	-0.102
1.747	636.05	-0.102
1.748	636.22	-0.102
1.749	636.47	-0.101
1.750	636.77	-0.101
1.751	637.13	-0.101
1.752	637.53	-0.100
1.753	637.96	-0.100
1.754	638.40	-0.099
1.755	638.85	-0.099
1.756	639.28	-0.099
1.757	639.69	-0.098
1.758	640.06	-0.098
1.759	640.38	-0.097
1.760	640.63	-0.097
1.761	640.81	-0.097
1.762	640.91	-0.097
1.763	640.96	-0.097
1.764	641.02	-0.097
1.765	641.13	-0.097
1.766	641.34	-0.097
1.767	641.61	-0.096
1.768	641.88	-0.096
1.769	642.11	-0.096
1.770	642.25	-0.096
1.771	642.26	-0.096
1.772	642.14	-0.096
1.773	641.88	-0.096
1.774	641.50	-0.096
1.775	641.09	-0.097
1.776	640.65	-0.097
1.777	640.21	-0.098
1.778	639.77	-0.098
1.779	639.35	-0.098
1.780	638.96	-0.099
1.781	638.60	-0.099
1.782	638.27	-0.100
1.783	637.97	-0.100
1.784	637.71	-0.100
1.785	637.47	-0.100
1.786	637.26	-0.101
1.787	637.09	-0.101
1.788	636.95	-0.101
1.789	636.85	-0.101
1.790	636.79	-0.101
1.791	636.77	-0.101
1.792	636.80	-0.101
1.793	636.88	-0.101
1.794	637.01	-0.101
1.795	637.20	-0.101
1.796	637.44	-0.100
1.797	637.74	-0.100
1.798	638.09	-0.100
1.799	638.48	-0.099
1.800	638.91	-0.099
1.801	639.37	-0.098
1.802	639.86	-0.098
1.803	640.37	-0.097
1.804	640.91	-0.097
1.805	641.45	-0.096
1.806	642.01	-0.096
1.807	642.55	-0.095
1.808	643.07	-0.095
1.809	643.55	-0.094
1.810	643.97	-0.094
1.811	644.31	-0.094
1.812	644.55	-0.093
1.813	644.69	-0.093
1.814	644.69	-0.093
1.815	644.56	-0.093
1.816	644.32	-0.094
1.817	643.99	-0.094
1.818	643.61	-0.094
1.819	643.21	-0.095
1.820	642.81	-0.095
1.821	642.46	-0.095
1.822	642.19	-0.096
1.823	642.01	-0.096
1.824	641.96	-0.096
1.825	642.02	-0.096
1.826	642.14	-0.096
1.827	642.29	-0.096
1.828	642.45	-0.095
1.829	642.57	-0.095
1.830	642.62	-0.095
1.831	642.57	-0.095
1.832	642.40	-0.095
1.833	642.10	-0.096
1.834	641.70	-0.096
1.835	641.22	-0.097
1.836	640.67	-0.097
1.837	640.07	-0.098
